,source,cluster,x,y
178,thecourier.com.au,1,-4.9319999999999995,16.139
179,cjob.com,1,-13.125,18.333
180,canadianbusiness.com,8,15.189,-1.5991
181,chieftain.com,3,-0.8924,-5.7061
182,unionleader.com,8,14.259,-0.9344600000000001
183,southernweekly.com.au,5,-26.84,8.3819
184,yesweekly.com,1,-13.050999999999998,25.544
185,punemirror.in,1,-16.166,20.025
186,wardsauto.com,3,-8.2777,-7.6604
187,thereporter.com,5,-25.925,7.8931
188,thenews.com.pk,5,-25.689,7.4463
189,expressnews.com,5,-27.340999999999998,9.0074
190,ksat.com,1,-8.0229,26.189
191,bordertelegraph.com,3,-6.3918,-10.274000000000001
192,themalaymailonline.com,5,-27.204,7.4105
193,kuow.org,5,-28.123,9.294
194,premiumtimesng.com,1,-17.38,20.909000000000002
195,standard.net,1,-17.837,22.613000000000003
196,1310news.com,5,-24.846,7.4413
197,newsmax.com,1,-22.901,20.541999999999998
198,cctv.com,8,14.54,-2.0923
199,bgdailynews.com,1,-8.1408,26.188000000000002
200,cortezjournal.com,1,-14.071,18.345
201,borderwatch.com.au,3,-8.8168,-7.9711
202,dailyadvertiser.com.au,5,-27.561,7.6836
203,vanguardngr.com,8,12.795,-3.0348
204,miamiherald.com,6,-0.32249,29.271
205,northqueenslandregister.com.au,5,-25.910999999999998,9.0452
206,trivalleycentral.com,5,-24.013,8.4362
207,tribune.com.pk,1,-18.025,23.54
208,manxradio.com,1,-14.128,18.408
209,bostonherald.com,1,-19.244,20.703000000000003
210,pe.com,4,-28.660999999999998,14.179
211,leamingtoncourier.co.uk,1,-6.3041,20.665
212,95rockfm.com,1,-16.947,17.595
213,gazette.com,1,-19.987000000000002,23.76
214,twinsburgbulletin.com,3,-9.5464,-11.681
215,newsradio1440.com,1,-14.245999999999999,15.797
216,dumbartonreporter.co.uk,10,10.74,-21.438000000000002
217,courant.com,7,13.924000000000001,-16.016
218,busseltonmail.com.au,6,0.77147,29.76
219,maysville-online.com,5,-26.475,7.797999999999999
220,theatlantic.com,5,-28.74,5.5732
221,stlpublicradio.org,4,-28.476999999999997,14.815
222,voanews.com,8,14.202,-1.1495
223,laketahoenews.net,8,15.193,-1.7774
224,gazette-news.co.uk,3,-8.5846,-8.5309
225,jdsupra.com,2,-1.4573,-13.978
226,radioroxy.com,5,-25.478,9.5287
227,startribune.com,1,-17.445,11.567
228,citizenwells.com,7,13.457,-16.512999999999998
229,rsn.net.au,7,13.27,-16.452
230,xinhuanet.com,1,-7.6093,1.3195
231,ksby.com,5,-28.279,7.1518
232,annistonstar.com,2,-1.6257,-14.095999999999998
233,wjle.com,7,13.612,-16.569000000000003
234,tasnimnews.com,5,-26.519000000000002,7.8949
235,the-american-interest.com,1,-9.6163,5.8044
236,theworldlink.com,1,-22.86,20.576999999999998
237,pharostribune.com,1,-9.7894,8.8227
238,bloomberg.com,7,13.312999999999999,-16.144000000000002
239,nation.co.ke,1,-7.3423,26.535
240,newsadvance.com,5,-28.337,5.5559
241,edgemedianetwork.com,4,-29.228,14.662
242,thinkprogress.org,1,-17.187,20.919
243,wpbf.com,1,-22.340999999999998,20.369
244,irishexaminer.com,10,10.741,-21.428
245,centredaily.com,10,10.738,-21.456
246,fijitimes.com,5,-26.601999999999997,6.4656
247,alltechnews.org,5,-25.211,9.3747
248,oigel.com,5,-27.028000000000002,8.4016
249,dailytelegraph.com.au,1,-16.673,21.541999999999998
250,barryanddistrictnews.co.uk,5,-26.456999999999997,8.167
251,africanews247.com,8,11.38,-3.3409
252,asianage.com,1,-23.615,20.428
253,portlincolntimes.com.au,1,-15.958,14.843
254,kmaj1440.com,4,-29.963,13.662
255,newscenter1.tv,7,13.097999999999999,-16.499000000000002
256,kztv10.com,1,-10.253,2.4618
257,sputniknews.com,1,-9.0037,7.7614
258,kmov.com,0,1.5916,-9.9443
259,myezrock.com,6,0.8117,29.608
260,shieldsgazette.com,1,-19.570999999999998,21.704
261,northweststar.com.au,5,-25.925,9.3651
262,romseyadvertiser.co.uk,7,13.992,-16.213
263,yourwestvalley.com,1,-15.609000000000002,25.785999999999998
264,heraldglobe.com,4,-30.045,13.277999999999999
265,fresnobee.com,5,-25.153000000000002,9.6032
266,courierpress.com,5,-23.94,8.6267
267,kezi.com,1,-14.02,11.864
268,chroniclejournal.com,6,0.86979,29.27
269,1019therock.com,1,-14.293,15.767999999999999
270,huffingtonpost.ca,1,-12.722000000000001,18.533
271,abc11.com,9,45.75899999999999,-6.2849
272,kshb.com,11,41.015,-17.633
273,600wsom.com,1,-18.9,20.054000000000002
274,bonappetit.com,1,-13.437000000000001,10.827
275,wcax.com,1,-18.441,21.015
276,kaok.com,1,-22.283,20.393
277,shreveporttimes.com,1,-10.994000000000002,19.558
278,dailysabah.com,6,-0.13843,28.608
279,whittierdailynews.com,6,0.36419,28.733
280,thewestmorlandgazette.co.uk,3,-6.7375,-10.26
281,nbcbayarea.com,5,-23.698,8.121
282,kval.com,5,-27.048000000000002,7.4565
283,pafoa.org,5,-28.753,6.9354
284,independent.co.uk,6,0.43141999999999997,29.164
285,hollywoodreporter.com,1,-16.236,15.050999999999998
286,sky.com,5,-29.406999999999996,8.7776
287,foxsanantonio.com,9,44.971000000000004,-6.0815
288,patch.com,1,-9.0189,23.746
289,hopestandard.com,1,-17.384,15.28
290,thenewfm963.com,4,-28.191,14.595
291,vnewsbd.com,11,40.336999999999996,-18.72
292,corsicanadailysun.com,3,-0.43856999999999996,-5.4995
293,hani.co.kr,11,39.814,-19.398
294,660wxqw.com,1,-9.74,23.336
295,dunyanews.tv,11,39.36,-19.082
296,newyorker.com,6,0.8421,29.928
297,waow.com,5,-24.77,9.952
298,winnipegsun.com,6,0.1746,28.521
299,inquirer.net,6,0.9937,28.666
300,themorningbulletin.com.au,1,-10.654000000000002,14.109000000000002
301,kkrt.com,9,44.988,-6.5923
302,stripes.com,5,-25.596999999999998,9.2156
303,dailyfreeman.com,11,39.264,-18.938
304,sbsun.com,1,-23.291,20.104
305,fijisun.com.fj,7,13.794,-16.392
306,metro.us,5,-24.748,9.3054
307,10news.com,1,-16.1,12.472000000000001
308,kvor.com,5,-24.379,8.5455
309,amarillo.com,2,-0.75849,-14.142000000000001
310,seattletimes.com,3,-9.3229,-8.7115
311,ledger-enquirer.com,12,16.66,29.22
312,927thedrive.net,3,-7.726,-10.629000000000001
313,ktbs.com,9,44.593999999999994,-7.1948
314,technsmart.com,11,39.294000000000004,-20.032
315,swissinfo.ch,2,0.27846,-14.465
316,team921fm.com,11,42.053000000000004,-21.691
317,bournemouthecho.co.uk,13,8.7351,7.129
318,allure.com,11,39.571,-20.017
319,malaysia-today.net,11,38.81,-19.523
320,komando.com,11,38.303000000000004,-20.246
321,alaskahighwaynews.ca,1,-9.6399,25.253
322,traderplanet.com,11,37.883,-19.937
323,streetinsider.com,3,-0.66889,-7.6192
324,larampadinapoli.com,9,45.323,-4.754
325,mix1049.com.au,11,38.162,-19.59
326,australiaforum.com,11,39.208,-19.729
327,netscape.com,3,-1.0586,-6.5343
328,yourcentralvalley.com,6,-0.13726,28.87
329,wsrkfm.com,6,0.9814200000000001,29.281
330,malaysiandigest.com,1,-17.707,21.721999999999998
331,denverpost.com,14,5.0146,-31.383000000000003
332,bbc.com,11,41.253,-20.816999999999997
333,wadk.com,6,0.7462300000000001,28.45
334,komonews.com,1,-15.450999999999999,25.893
335,am1260thescore.com,9,47.013999999999996,-8.662
336,celebritybabyscoop.com,3,-6.093,-10.273
337,fox4beaumont.com,10,10.74,-21.430999999999997
338,chickashanews.com,2,0.46058999999999994,-14.694
339,journal-news.com,1,-17.118,22.468000000000004
340,libertytribune.com,11,38.329,-20.199
341,huntervalleynews.net.au,3,-9.9112,-11.388
342,oregonlive.com,7,14.308,-16.9
343,6abc.com,5,-26.354,8.7931
344,newsone.com,11,39.852,-19.785
345,klkntv.com,3,-0.53423,-6.8887
346,wset.com,12,18.442,30.502
347,989theanswer.com,1,-6.1901,21.636
348,ign.com,2,-0.67979,-14.87
349,nbc12.com,6,0.71375,28.921999999999997
350,abc7ny.com,6,0.58612,27.918000000000003
351,mymix1061.com,11,40.269,-19.567
352,governancenow.com,6,-0.9017700000000001,30.013
353,krcgtv.com,6,0.6460100000000001,28.918000000000003
354,fltimes.com,1,-13.228,26.491
355,wsaw.com,11,38.856,-20.081
356,wardheernews.com,3,-9.9684,-11.575
357,wcpo.com,4,-28.34,15.376
358,ocean985.com,9,45.356,-6.9881
359,sanews.gov.za,11,41.56,-20.335
360,lithgowmercury.com.au,1,-8.676,20.568
361,citynews.ca,1,-11.436,18.396
362,kmjnow.com,11,40.55,-19.198
363,mycentx.com,9,47.356,-8.118
364,mspmentor.net,11,40.713,-19.58
365,thecourierexpress.com,3,-7.3685,-8.6728
366,lawnewz.com,2,0.63047,-12.962
367,northwichguardian.co.uk,2,0.30246999999999996,-14.609000000000002
368,hillaac.net,11,40.438,-20.997
369,baynews9.com,1,-13.907,13.315
370,india.com,9,47.095,-8.4677
371,timescolonist.com,1,-9.4376,-0.07740599999999999
372,valleymorningstar.com,7,13.623,-16.759
373,witneygazette.co.uk,9,46.172,-5.1533
374,goodmenproject.com,1,-18.771,22.33
375,dailycamera.com,4,-27.97,15.058
376,wlky.com,11,38.885,-19.672
377,arkansasmatters.com,11,37.729,-21.316999999999997
378,kitco.com,8,13.828,-1.6043
379,therepublic.com,10,10.735,-21.459
380,yorkpress.co.uk,1,-23.625,21.002
381,basingstokegazette.co.uk,11,39.724000000000004,-20.971
382,tmcnet.com,9,47.375,-5.5738
383,leighjournal.co.uk,1,-6.0501,22.101999999999997
384,princegeorgecitizen.com,1,-12.065999999999999,5.4134
385,ofm.co.za,9,46.885,-5.3914
386,q1065.fm,8,11.819,-4.4212
387,channelnewsasia.com,5,-24.596999999999998,10.26
388,burlingtonfreepress.com,1,-22.737,21.1
389,wellingtontimes.com.au,5,-28.134,6.9361
390,herald.co.zw,5,-28.642,8.894
391,abbynews.com,6,0.055489,29.335
392,nbc24.com,1,-14.517999999999999,16.324
393,in-cyprus.com,11,40.44,-20.394000000000002
394,digitaltrends.com,9,45.146,-5.7653
395,antiwar.com,12,18.202,29.73
396,politifact.com,9,48.08,-5.0761
397,greenwichtime.com,3,-3.6854,-8.3695
398,usnews.com,1,-23.427,19.968
399,fremonttribune.com,1,-23.899,20.149
400,nsnews.com,1,-12.832,26.553
401,tristateupdate.com,1,-12.155999999999999,9.677999999999999
402,your4state.com,1,-5.4819,20.765
403,idahostatejournal.com,15,-0.31925,9.5952
404,koat.com,3,-9.14,-8.724
405,963jackfm.com,9,45.358000000000004,-6.4625
406,theadvertiser.com,8,17.029,-1.8436
407,journal-news.net,1,-8.2931,23.69
408,goldderby.com,1,-11.206,4.7297
409,manilastandardtoday.com,9,47.256,-5.0113
410,bipartisanreport.com,3,-2.7827,-8.328
411,alliednews.com,1,-10.064,12.731
412,wyff4.com,5,-28.808000000000003,6.2136
413,worldbank.org,8,14.113,-2.174
414,wsfa.com,8,18.764,-2.3743
415,torquenews.com,13,9.6403,7.9848
416,dailyindependent.com,7,13.484000000000002,-16.201
417,lethbridgeherald.com,3,-4.0999,-7.3464
418,oneindia.com,8,18.77,-2.3962
419,history.com,8,18.655,-2.3829
420,columbiatribune.com,3,-1.1528,-5.7783
421,svherald.com,3,-1.0876,-3.6881
422,theguardian.com.au,1,-20.623,10.865
423,97xonline.com,2,-0.2876,-14.285
424,balloon-juice.com,11,39.735,-20.561999999999998
425,wiscnews.com,1,-23.346999999999998,19.399
426,nogalesinternational.com,9,46.56399999999999,-5.5651
427,nationalmortgageprofessional.com,1,-11.675,5.02
428,khou.com,18,-14.106,4.7962
429,cbc.ca,3,-9.8599,-11.604000000000001
430,npr.org,5,-28.74,8.0546
431,abcactionnews.com,9,48.277,-4.1374
432,kwwl.com,2,0.6735399999999999,-14.667
433,starherald.com,14,3.0696,-31.883000000000003
434,app.com,9,44.498999999999995,-6.9409
435,fox11online.com,1,-7.3,14.96
436,emtv.com.pg,11,38.483000000000004,-21.074
437,usmagazine.com,6,0.8199299999999999,30.203000000000003
438,vietnamnews.vn,9,47.601000000000006,-5.1171
439,pulseheadlines.com,11,40.694,-20.32
440,banburyguardian.co.uk,9,44.416000000000004,-5.8062
441,myjoyonline.com,3,-8.4048,-11.437999999999999
442,hindustantimes.com,1,-15.587,26.024
443,timesrecordnews.com,8,18.71,-2.3688
444,myrtlebeachonline.com,9,43.489,-6.3716
445,kyma.com,12,19.31,29.753
446,aceshowbiz.com,9,48.102,-4.4183
447,gosanangelo.com,3,-9.0767,-12.078
448,pilotonline.com,0,3.1613,-12.634
449,mandurahmail.com.au,6,1.1118,29.124000000000002
450,summitdaily.com,11,39.428000000000004,-20.305999999999997
451,parentherald.com,12,18.585,29.991
452,newsshopper.co.uk,9,44.028999999999996,-6.1005
453,lightreading.com,14,5.0117,-31.496
454,wuft.org,5,-28.664,7.4424
455,edenmagnet.com.au,12,18.351,30.105999999999998
456,gympietimes.com.au,9,46.266000000000005,-3.8966
457,wsbtradio.com,3,-9.6327,-10.235
458,daily-chronicle.com,9,46.92100000000001,-8.5883
459,lazer993.com,2,-1.3499,-14.525
460,kpax.com,1,-16.933,21.443
461,theartnewspaper.com,1,-10.274000000000001,6.4308
462,coastalleader.com.au,8,11.745999999999999,-3.3684
463,virginislandsdailynews.com,9,46.882,-3.8944
464,cctv-america.com,5,-27.455,6.8308
465,nepalnational.com,16,-28.171,-17.698
466,forextv.com,3,-1.4511,-7.7032
467,wwltv.com,3,-7.8472,-10.614
468,heraldsun.com.au,9,45.602,-4.0094
469,wtov9.com,3,-1.306,-7.7208
470,kcra.com,1,-11.595999999999998,18.255
471,9news.com,9,47.449,-4.2935
472,hellobeautiful.com,9,43.556999999999995,-4.9755
473,i1067.com,9,46.021,-6.4245
474,wcbi.com,8,12.443,-0.9086700000000001
475,lifenews.com,1,-15.804,19.148
476,fox45now.com,1,-10.248,8.8474
477,news8000.com,9,46.974,-2.9692
478,newschannel6now.com,11,39.961,-20.090999999999998
479,935theisland.com,9,46.228,-4.5767
480,ktar.com,2,0.49963,-14.677999999999999
481,nationalmemo.com,5,-27.605999999999998,6.7609
482,wvasfm.org,11,39.569,-21.116
483,rare.us,8,18.703,-2.3644
484,abc-7.com,5,-27.094,6.2871
485,muscatinejournal.com,1,-9.6016,0.083899
486,cosmopolitan.com.au,9,46.521,-3.6563
487,technology.indiaeveryday.in,3,-1.1709,-9.5485
488,portadowntimes.co.uk,1,-23.57,20.771
489,expertclick.com,3,-2.0948,-5.527
490,athens-times.com,1,-10.298,6.0138
491,eveningsun.com,12,18.797,29.476999999999997
492,newsandtribune.com,1,-14.770999999999999,9.0933
493,wtva.com,3,-8.2419,-7.6811
494,guardian-series.co.uk,1,-7.5399,26.413
495,lompocrecord.com,9,47.757,-3.9854
496,cfjctoday.com,12,18.833,30.33
497,queanbeyanagechronicle.com.au,2,-2.2994,-14.007
498,udayavani.com,3,-8.4181,-9.4839
499,thetottenhamindependent.co.uk,16,-27.886999999999997,-15.724
500,miltonkeynes.co.uk,3,-8.8649,-9.6131
501,whistlerquestion.com,3,-9.1639,-8.77
502,etcanada.com,2,-2.0282,-13.061
503,ntnews.com.au,1,-18.213,18.144000000000002
504,parramattasun.com.au,12,18.587,29.506
505,bfi.org.uk,9,47.005,-4.933
506,modbee.com,1,-12.507,13.084000000000001
507,freakoutnation.com,3,-3.7644,-4.5445
508,kion546.com,3,2.2588,-3.6860000000000004
509,ludlowadvertiser.co.uk,0,-3.5227,-2.5113
510,wabcradio.com,1,-15.81,17.319000000000003
511,meridianbooster.com,9,47.458999999999996,-3.9903
512,newtimes.co.rw,5,-29.026,6.9425
513,katc.com,14,6.4446,-41.458999999999996
514,moultonadvertiser.com,12,18.567,29.201999999999998
515,sgvtribune.com,12,19.073,29.267
516,yenisafak.com,9,45.919,-4.7085
517,thepublicopinion.com,13,9.9498,7.7967
518,bdtonline.com,0,-8.1488,-5.0334
519,countrylegends1009.com,1,-14.437000000000001,15.519
520,capitolhillseattle.com,3,-4.0722,-5.74
521,azerbaijannews.net,9,47.24,-4.6163
522,am920theanswer.com,6,0.36751999999999996,30.538
523,q961.com,9,44.42,-5.4194
524,lifehacker.com,16,-24.877,-18.713
525,insideedition.com,16,-27.118000000000002,-14.6
526,dothaneagle.com,1,-10.156,26.377
527,1290wlby.com,11,40.474000000000004,-20.896
528,lagazzettadelsudafrica.net,12,16.991,29.974
529,arabtimesonline.com,18,-16.023,6.2645
530,esperanceexpress.com.au,16,-23.291999999999998,-13.206
531,afternoonvoice.com,9,47.336000000000006,-3.3615
532,delmarvapublicradio.net,11,39.321999999999996,-20.916999999999998
533,abc6.com,16,-24.506999999999998,-19.595
534,wsgw.com,16,-26.061,-18.647000000000002
535,thenewsminute.com,9,46.81,-4.5764
536,mlive.com,16,-25.651,-19.082
537,willmarradio.com,1,-21.238000000000003,11.577
538,katu.com,2,-0.090715,-13.57
539,press-citizen.com,9,46.812,-4.2379
540,wbay.com,15,-0.63734,8.2113
541,berkshireeagle.com,17,31.44,14.700999999999999
542,chinadaily.com.cn,16,-23.68,-12.866
543,wcti12.com,1,-9.6038,5.8361
544,wcoapensacola.com,12,17.244,30.834
545,athensmessenger.com,14,6.0415,-33.376999999999995
546,nine.com.au,1,-8.6138,19.623
547,gazetteseries.co.uk,9,45.43600000000001,-5.8072
548,sanluisobispo.com,12,18.236,29.763
549,focus-fen.net,3,-2.7875,-9.3198
550,olufamous.com,11,40.87,-19.878
551,napavalleyregister.com,15,-3.6042,8.4248
552,ipswichadvertiser.com.au,16,-27.569000000000003,-17.059
553,poststar.com,16,-26.736,-16.948
554,nbcwashington.com,13,9.4035,8.4062
555,almasdarnews.com,16,-25.379,-12.862
556,gamenguide.com,14,8.5922,-35.255
557,air1.com,12,18.234,29.375
558,wesh.com,11,38.96,-20.916999999999998
559,sciencedaily.com,1,-11.137,7.9654
560,mjbstar.com,5,-26.166999999999998,10.555
561,wjcl.com,12,18.936,30.1
562,everythinglubbock.com,12,19.088,29.447
563,beaumontenterprise.com,8,18.72,-2.3335
564,buenosairesherald.com,5,-28.374000000000002,7.4245
565,the-journal.com,3,-0.89956,-5.7484
566,vladtv.com,16,-25.393,-15.4
567,iranherald.com,16,-26.085,-17.279
568,asianjournal.com,16,-25.441999999999997,-18.177
569,irishtimes.com,1,-16.942,11.183
570,gazetteandherald.co.uk,1,-11.091,24.209
571,newjerseytelegraph.com,1,-8.3175,21.023000000000003
572,13newsnow.com,15,-2.1562,7.6103
573,watermarkonline.com,16,-22.982,-14.002
574,lfpress.com,16,-22.733,-15.832
575,promptnewsonline.com,2,0.71001,-14.677999999999999
576,financialtribune.com,1,-13.88,11.89
577,amsterdamnews.com,2,0.34765999999999997,-14.714
578,srilankasource.com,3,-9.4016,-10.37
579,colombogazette.com,1,-12.9,7.7896
580,kelo.com,0,-6.9415,-2.4575
581,hpuy.com,15,-3.7945,10.065
582,thenewsdispatch.com,5,-25.685,6.6674
583,bombalatimes.com.au,6,0.17409000000000002,29.855
584,withinnigeria.news,9,46.227,-3.4319
585,birminghamstar.com,0,-20.15,13.991
586,kccu.org,9,45.995,-4.6533
587,iowastatedaily.com,3,0.10884,-5.8467
588,centraltrack.com,16,-26.266,-18.208
589,wiat.com,14,8.8222,-36.584
590,thebriefng.com,3,-1.4609,-5.8919
591,westmanjournal.com,11,39.797,-22.058000000000003
592,wellandtribune.ca,15,-0.63748,7.8465
