,source,cluster,x,y
42,heraldglobe.com,4,-30.971999999999998,-16.089000000000002
43,waff.com,4,-30.206999999999997,-15.706
44,channelnewsasia.com,4,-31.75,-15.398
45,cfjctoday.com,3,-13.478,-19.945
46,jpupdates.com,1,-10.902999999999999,-12.780999999999999
47,springfieldnewssun.com,3,-13.224,-19.874000000000002
48,torontosun.com,4,-30.653000000000002,-16.704
49,rockymounttelegram.com,4,-30.148000000000003,-16.864
50,lillooetnews.net,2,2.5263,13.519
51,washingtonpost.com,3,-13.449000000000002,-20.09
52,theindependent.com,3,-14.3,-19.435
53,dailynews.com,1,-9.2466,-26.448
54,stjoechannel.com,1,-8.7423,-16.395
55,dcourier.com,4,-30.351,-15.668
56,the-messenger.com,1,-11.945,-12.267000000000001
57,wdam.com,2,2.6661,13.683
58,abc7.com,14,32.876,-8.227
59,nbcwashington.com,4,-33.709,-17.217
60,wafb.com,1,-9.4813,-13.481
61,morganton.com,1,-9.1907,-26.473000000000003
62,firstlightradio.com,1,-8.5082,-27.987
63,tristateupdate.com,3,-13.945,-16.295
64,reformer.com,3,-13.048,-19.102
65,wpsdlocal6.com,1,-8.2764,-20.355999999999998
66,wjhl.com,1,-11.172,-11.210999999999999
67,indianexpress.com,3,-14.991,-19.265
68,wnmtradio.com,1,-9.3653,-26.141
69,foxillinois.com,3,-14.433,-18.066
70,sanluisobispo.com,1,-8.05,-19.945
71,business-standard.com,4,-29.153000000000002,-16.148
72,wardheernews.com,2,2.8643,13.526
73,magic1021.com,4,-29.878,-16.159000000000002
74,lightreading.com,4,-29.568,-16.070999999999998
75,klkntv.com,1,-7.5102,-20.087
76,philly.com,1,-9.6563,-26.101
77,nbc11news.com,3,-15.195,-19.430999999999997
78,reflector.com,4,-33.872,-17.21
79,iwradio.co.uk,2,14.040999999999999,12.065999999999999
80,youngwitness.com.au,3,-13.395,-18.083
81,walb.com,4,-30.230999999999998,-15.769
82,siouxcityjournal.com,1,-8.2308,-15.98
83,toledoblade.com,4,-30.861,-15.235999999999999
84,currentargus.com,3,-13.595999999999998,-18.567
85,ctpost.com,5,5.7208,-0.8485799999999999
86,wsrkfm.com,1,-7.1941,-27.774
87,kdhnews.com,3,-14.446,-18.683
88,theroot.com,1,-10.557,-13.232000000000001
89,koamtv.com,6,-14.380999999999998,-10.603
90,thenational.scot,1,-8.7485,-19.241
91,news965.com,1,-7.9021,-15.833
92,twinsburgbulletin.com,1,-7.7082,-27.412
93,thehour.com,1,-8.5196,-28.54
94,santamariatimes.com,1,-7.9504,-16.093
95,kcaw.org,9,1.5035,-14.045
96,typepad.com,4,-35.289,-14.495
97,kxan.com,1,-10.255,-20.09
98,se933.com,4,-29.933000000000003,-15.378
99,snopes.com,4,-33.129,-14.244000000000002
100,fox8.com,1,-6.5877,-15.235
101,focus-fen.net,1,-7.7771,-26.278000000000002
102,huffingtonpost.com,7,-7.9422,20.432000000000002
103,theartnewspaper.com,4,-34.263000000000005,-15.633
104,idahostatesman.com,4,-33.652,-14.699000000000002
105,fox23maine.com,4,-34.916,-13.617
106,adelaidenow.com.au,7,-8.2313,20.118
107,fredericknewspost.com,1,-5.7883,-10.992
108,durangoherald.com,6,-14.014000000000001,-9.6332
109,kztv10.com,3,-14.113,-17.840999999999998
110,bobfm.co.uk,2,17.309,12.853
111,live5news.com,4,-33.895,-13.59
112,lockhaven.com,4,-30.114,-16.141
113,keyc.com,1,-8.1236,-20.077
114,stourbridgenews.co.uk,1,-7.765,-28.459
115,wnem.com,1,-7.2992,-19.56
116,suwanneedemocrat.com,7,-7.9641,20.33
117,wokv.com,4,-33.384,-14.325
118,gantdaily.com,1,-7.4705,-25.09
119,waow.com,3,-15.270999999999999,-19.475
120,greenwichtime.com,5,6.6382,-2.5538
121,worcesternews.co.uk,1,-6.6848,-17.024
122,unz.com,8,-20.889,5.6154
123,bcdemocrat.com,4,-33.329,-13.57
124,boingboing.net,4,-30.995,-15.193
125,dailybreeze.com,6,-13.939,-11.347000000000001
126,arcamax.com,3,-13.860999999999999,-18.676
127,sputniknews.com,4,-32.667,-15.159
128,brewminate.com,2,14.677999999999999,13.594000000000001
129,wired.com,1,-8.1358,-25.846999999999998
130,alliednews.com,4,-33.779,-13.437000000000001
131,columbiachronicle.com,2,6.7372,14.698
132,dailynews.lk,8,-20.644000000000002,5.9302
133,bordermail.com.au,1,-6.9795,-14.020999999999999
134,huffingtonpost.ca,4,-34.504,-14.540999999999999
135,inews880.com,4,-29.746,-16.178
136,digitaljournal.com,3,-15.877,-19.516
137,gov.uk,2,2.9212,10.885
138,limaohio.com,4,-34.396,-13.505
139,columbian.com,1,-9.0372,-14.933
140,portlandtribune.com,4,-34.074,-14.297
141,thegazette.com,8,-19.553,6.6271
142,napavalleyregister.com,6,-15.383,-11.540999999999999
143,thecourierexpress.com,1,-4.0776,-15.981
144,nymag.com,1,-4.7624,-19.617
145,news10.com,1,-11.182,-11.22
146,whbl.com,4,-34.94,-13.569
147,news4jax.com,4,-34.091,-13.100999999999999
148,geo.tv,1,-7.2069,-25.59
149,kpic.com,1,-9.9574,-14.485
150,publishersweekly.com,1,-6.7399,-26.511
151,fox103.com,2,2.1825,13.460999999999999
152,theweek.co.uk,9,-5.0941,-6.2537
153,slguardian.org,4,-34.652,-13.686
154,dailymail.co.uk,1,-7.1628,-16.230999999999998
155,keloland.com,1,-8.4137,-18.852999999999998
156,kitsapsun.com,1,-10.956,-22.346
157,warwickdailynews.com.au,9,-5.1019,-6.1621
158,sltrib.com,0,-4.3157,-23.311
159,narrominenewsonline.com.au,4,-34.546,-14.267000000000001
160,brooklyneagle.com,5,6.6074,-1.1951
161,news-press.com,3,-14.093,-17.451
162,arynews.tv,1,-4.1692,-17.939
163,elkodaily.com,10,-13.796,45.226000000000006
164,japantimes.co.jp,1,-8.5364,-25.785999999999998
165,scnow.com,4,-35.260999999999996,-12.804
166,pamplinmediagroup.com,2,12.302,12.061
167,rushvillerepublican.com,2,13.118,12.665
168,news12.com,4,-31.756,-13.614
169,princegeorgecitizen.com,6,-14.177,-10.579
170,walchanewsonline.com.au,5,5.897,-1.2186
171,nypost.com,6,-14.69,-10.793
172,leaderpost.com,1,-6.8174,-14.386
173,leadership.ng,4,-33.578,-12.302999999999999
174,klif.com,4,-29.739,-15.32
175,wingam.com,1,-7.901,-16.134
176,wsiltv.com,1,-7.0768,-26.335
177,bloodhorse.com,5,6.8696,-1.9997
178,dorsetecho.co.uk,1,-7.1605,-27.32
179,marketwatch.com,4,-34.516999999999996,-13.338
180,nbnnews.com.au,4,-31.41,-14.952
181,thestar.com,2,3.075,13.655999999999999
182,law360.com,3,-15.589,-19.149
183,theguardian.com,11,32.669000000000004,31.505
184,baynews9.com,4,-34.523,-14.872
185,wgem.com,1,-5.0691,-17.775
186,womenofchina.cn,2,17.233,13.427
187,railpage.com.au,4,-32.398,-13.249
188,naplesnews.com,2,2.3098,13.57
189,lite987.com,6,-14.045,-9.7356
190,findlaw.com,8,-21.458000000000002,5.9749
191,wlrn.org,2,1.05,13.509
192,abc27.com,4,-34.548,-13.943
193,contacto-latino.com,4,-35.442,-14.1
194,pahomepage.com,8,-22.105999999999998,7.0342
195,pharostribune.com,3,-14.26,-18.764
196,thecalifornian.com,21,4.865,-17.569000000000003
197,ky3.com,1,-6.7709,-13.975999999999999
198,whittierdailynews.com,1,-10.373,-22.779
199,tcpalm.com,9,-4.9042,-6.1075
200,mansfieldnewsjournal.com,8,-20.905,6.5299
201,thetelegraph.com,1,-10.481,-23.035
202,defenceweb.co.za,1,-8.0639,-15.975999999999999
203,france24.com,4,-31.889,-12.417
204,fremonttribune.com,2,8.9556,9.9628
205,earthjustice.org,1,-8.9616,-18.705
206,townsvillebulletin.com.au,5,6.2528,-2.1282
207,efinancialcareers.com,4,-32.084,-13.460999999999999
208,ntnews.com.au,1,-3.4773,-18.461
209,townhall.com,3,-14.052999999999999,-22.084
210,southfloridagaynews.com,1,-8.6951,-27.631999999999998
211,haitisun.com,2,15.569,13.482000000000001
212,fark.com,12,-0.74332,22.964000000000002
213,wtov9.com,8,-21.679000000000002,5.7413
214,weyburnthisweek.com,4,-35.016,-15.212
215,autoexpress.co.uk,13,3.9554,-12.155
216,today.ng,4,-32.574,-12.03
217,mb.com.ph,2,17.204,13.27
218,mcdowellnews.com,1,-8.5618,-14.696
219,portnews.com.au,1,-7.382000000000001,-28.45
220,wabi.tv,8,-21.151999999999997,6.0178
221,netscape.com,8,-20.851,4.8867
222,stamfordadvocate.com,4,-31.94,-12.924000000000001
223,star-telegram.com,4,-34.193000000000005,-14.104000000000001
224,keyt.com,9,-4.8088,-6.1137
225,manningrivertimes.com.au,2,12.627,14.232000000000001
226,larampadinapoli.com,1,-4.4061,-14.25
227,bradenton.com,4,-36.077,-13.535
228,carrollcountytimes.com,1,-3.8642,-15.645
229,pafoa.org,2,2.5103,13.735999999999999
230,newshub.co.nz,8,-21.398000000000003,5.7556
231,thisisoxfordshire.co.uk,3,-13.772,-15.582
232,clickondetroit.com,5,6.8841,-3.1215
233,medicarebuz.com,4,-34.116,-14.895
234,newscenter1.tv,1,-5.2757,-12.293
235,wsbradio.com,2,17.287,13.312999999999999
236,inverelltimes.com.au,4,-37.149,-13.183
237,997wtn.com,1,-9.5237,-14.540999999999999
238,dailyillini.com,4,-32.711,-12.542
239,cbc.ca,1,-7.522,-25.53
240,wmcactionnews5.com,2,6.4975,8.111
241,wbtw.com,1,-8.787,-19.034000000000002
242,bendigoadvertiser.com.au,2,14.035,14.92
243,worldbank.org,2,3.9021,13.937999999999999
244,dailytrust.com.ng,4,-33.52,-12.935
245,consumerist.com,1,-9.4525,-13.502
246,freakoutnation.com,11,31.27,35.29
247,emsworld.com,1,-9.0278,-18.805
248,history.com,1,-5.5889999999999995,-13.999
249,catholicsun.org,1,-7.401,-12.28
250,bbc.co.uk,5,6.5566,-1.5931
251,thegardenisland.com,8,-22.023000000000003,6.2253
252,supertalk1570.com,1,-8.627,-18.94
253,krem.com,5,6.3367,-1.6617
254,wape.com,2,12.202,13.241
255,rgvproud.com,2,3.6335,16.073
256,swissinfo.ch,7,-8.1612,20.291
257,pressdemocrat.com,4,-36.409,-13.192
258,thenationonlineng.net,11,31.393,33.181
259,kingdomfm.co.uk,11,29.831,34.531
260,informnny.com,7,-7.8029,20.289
261,watchfox29.com,1,-6.4202,-26.465999999999998
262,kbtt.fm,6,-14.417,-10.443
263,kitco.com,11,30.666,34.324
264,myfox28columbus.com,8,-21.236,4.9839
265,937theeagle.com,1,-6.0405,-23.826999999999998
266,wjla.com,4,-36.421,-15.299000000000001
267,kob.com,11,30.401,32.918
268,bigtalk1490.com,1,-9.8003,-15.214
269,gladstoneobserver.com.au,8,-21.337,6.3222
270,thenewsdispatch.com,5,5.926,-1.7201
271,newstalk990.com,7,-7.7207,20.194000000000003
272,yasstribune.com.au,4,-37.172,-14.831
273,pilotonline.com,4,-35.509,-11.84
274,kekbfm.com,0,1.0633,6.3722
275,theeagleonline.com.ng,4,-32.375,-14.026
276,dailyhive.com,7,-8.2825,20.176
277,fox45now.com,6,-13.46,-10.099
278,citizenwells.com,4,-32.608000000000004,-11.610999999999999
279,sify.com,12,-0.74554,22.963
280,wcpo.com,12,-0.74022,22.963
281,japantoday.com,14,33.398,-11.964
282,flyergroup.com,11,31.896,32.406
283,twtd.co.uk,11,29.974,33.128
284,512tech.com,5,6.6936,-1.9673
285,miltonkeynes.co.uk,1,-6.502000000000001,-20.98
286,foxbaltimore.com,2,17.239,13.253
287,faithtalkdetroit.com,5,6.7676,-1.6718
288,dallassun.com,6,-14.587,-10.677
289,fox17.com,10,-16.141,45.415
290,everydayhealth.com,2,9.0482,9.7108
291,gazettenet.com,11,28.906,33.316
292,westernmagazine.com.au,11,31.145,31.559
293,islandpacket.com,5,7.1289,-1.0515
294,wjtn.com,6,-13.985,-10.173
295,tivysideadvertiser.co.uk,11,31.41,33.968
296,fox17online.com,5,6.2864,-1.179
297,gettysburgtimes.com,9,-4.8276,-6.0133
298,todayonline.com,6,-14.495,-10.815
299,kfiz.com,4,-36.396,-12.857000000000001
300,newschannel10.com,10,-15.9,44.402
301,publicradiotulsa.org,1,-5.8517,-15.370999999999999
302,gq.com.au,11,29.54,32.473
303,queanbeyanagechronicle.com.au,4,-32.357,-12.859000000000002
304,myplainview.com,5,6.3318,-1.9861
305,thecallnews.com,11,29.767,32.279
306,gosanangelo.com,1,-9.4975,-14.075999999999999
307,wect.com,1,-6.4369,-25.103
308,97xonline.com,7,-7.9505,20.364
309,newtimes.co.rw,2,3.1709,14.309000000000001
310,570news.com,10,-16.812,44.214
311,thestarpress.com,2,12.744000000000002,10.591
312,godanriver.com,10,-15.401,44.908
313,dailyrepublic.com,14,35.74,-9.5512
314,kokomotribune.com,11,32.062,33.722
315,mix1005.fm,1,-4.7037,-16.884
316,dnronline.com,11,30.331999999999997,32.313
317,reportca.net,11,29.534000000000002,33.646
318,china.org.cn,7,-7.9224,20.355999999999998
319,newsrescue.com,15,7.6742,29.421999999999997
320,kctv5.com,5,6.8663,-1.7576
321,cjob.com,11,29.924,32.501999999999995
322,abbynews.com,1,-5.5372,-14.964
323,threeifbyspace.net,2,7.9712,10.95
324,redlandsdailyfacts.com,1,-3.6415,-13.267000000000001
325,news1130.com,8,-20.706,4.3143
326,westmanjournal.com,2,9.2866,12.685
327,twcnews.com,11,29.158,33.821999999999996
328,98rocks.fm,1,-10.745,-13.977
329,montgomerynews.com,1,-8.576,-13.692
330,wtvm.com,2,9.2255,11.136
331,cp24.com,11,29.118000000000002,33.564
332,lancasteronline.com,2,2.0723,14.049000000000001
333,kcbd.com,10,-16.197,45.083999999999996
334,portadowntimes.co.uk,11,29.048000000000002,32.875
335,katc.com,7,-8.1718,20.258
336,ottawacitizen.com,5,6.8996,-1.3933
337,villagesoup.com,4,-36.351,-13.77
338,nwahomepage.com,11,30.789,33.472
339,wfmz.com,1,-10.083,-23.276
340,cowraguardian.com.au,2,3.9147,14.419
341,campaignseries.co.uk,11,29.315,31.818
342,myarklamiss.com,11,30.124000000000002,33.876999999999995
343,vanguardngr.com,8,-23.315,7.602
344,cloverdalereporter.com,4,-37.199,-14.907
345,westernmassnews.com,5,6.0631,-1.2349
346,seriouslypolitics.com,10,-17.389,44.836999999999996
347,uproxx.com,5,5.8891,-2.0236
348,yorktonnews.com,1,-7.0765,-13.65
349,vindy.com,11,30.785999999999998,33.125
350,yourlocalguardian.co.uk,2,9.4312,10.292
351,pressconnects.com,11,29.111,32.945
352,tribute.ca,1,-5.821000000000001,-16.527
353,bakersfield.com,4,-32.592,-13.58
354,nbc12.com,5,6.4515,-0.7985899999999999
355,foxcarolina.com,10,-16.343,45.70399999999999
356,asianimage.co.uk,11,29.641,34.221
357,heraldscotland.com,4,-35.3,-14.557
358,bracknellnews.co.uk,2,3.3638,10.478
359,bostonglobe.com,2,8.2958,8.9535
360,newsobserver.com,2,17.387999999999998,12.385
361,juneesoutherncross.com.au,11,32.51,32.754
362,globegazette.com,11,29.124000000000002,34.384
363,al-monitor.com,6,-14.022,-9.5363
364,sierraleonetimes.com,14,32.978,-8.2514
365,nine.com.au,10,-16.81,44.669
366,southernhighlandnews.com.au,1,-10.035,-19.695
367,wtvr.com,6,-14.987,-9.8964
368,ifiberone.com,4,-35.918,-14.265
369,duquoin.com,10,-17.308,43.748999999999995
370,allmediany.com,2,15.335999999999999,13.254000000000001
371,nhregister.com,10,-17.369,45.57899999999999
372,ynaija.com,5,6.821000000000001,-0.67028
373,thedailystar.com,11,28.023000000000003,32.972
374,bilkulonline.com,11,28.925,32.527
375,fox2now.com,15,8.1916,30.166999999999998
376,beatricedailysun.com,7,-8.1608,20.581
377,richmondfreepress.com,2,2.8144,9.671
378,metal-archives.com,2,3.1857,14.597000000000001
379,alimi.ng,2,10.866,9.2384
380,en.qantara.de,11,29.105999999999998,32.215
381,klaw.com,5,5.9904,-2.4059
382,kenyastar.com,3,-13.015,-17.847
383,thefreepress.ca,10,-18.573,43.333
384,eastcountymagazine.org,3,-12.210999999999999,-17.387999999999998
385,bozemanskissfm.com,5,5.1112,-1.413
386,wjactv.com,4,-36.875,-13.687000000000001
387,jacksonprogress-argus.com,10,-18.028,43.677
388,bedfordtoday.co.uk,1,-6.2996,-21.088
389,gulf-times.com,10,-16.413,44.94
390,michigansthumb.com,10,-17.162,45.012
391,wbal.com,1,-8.3237,-21.685
392,samakal.net,1,-4.8918,-14.864
393,redeyeradioshow.com,4,-37.025,-12.722000000000001
394,wvgazettemail.com,11,29.754,33.101
395,irishtimes.com,9,0.37658,-12.356
396,kwqc.com,11,28.498,33.613
397,lagrandeobserver.com,2,17.213,13.345
398,gossipcop.com,4,-36.251,-12.988
399,wvtm13.com,10,-15.958,45.1
400,southernminn.com,11,30.368000000000002,33.318000000000005
401,thepeoplesperson.com,9,-4.6424,-6.58
402,dailyherald.com,12,-0.74212,22.96
403,jewishvoiceny.com,2,6.8604,12.186
404,cbs6albany.com,6,-14.880999999999998,-9.8755
405,scout.com,10,-17.075,45.483999999999995
406,adaderana.lk,11,30.115,32.529
407,wsmv.com,7,-7.1672,21.002
408,deccanherald.com,1,-8.2557,-15.352
409,firstpost.com,2,13.504000000000001,13.867
410,wusa9.com,2,14.06,13.460999999999999
411,hits973.com,9,2.6603,-7.9487
412,comoxvalleyecho.com,2,2.9362,15.105
413,laweekly.com,1,-3.0763,-15.523
414,theboneonline.com,10,-18.201,43.786
415,kxxv.com,10,-16.998,45.391999999999996
416,wsbtradio.com,11,30.805999999999997,31.803
417,kfor.com,8,-19.587,6.5436
418,hoodrivernews.com,10,-17.972,44.318999999999996
419,guardian-series.co.uk,10,-15.880999999999998,44.245
420,wsfx.com,10,-17.218,43.019
421,tmcnet.com,2,14.931,14.352
422,edweek.org,2,2.5672,15.135
423,kaok.com,2,9.0617,10.037
424,tribuneindia.com,10,-18.767,42.87
425,abc7chicago.com,15,6.0866,28.889
426,guardian.ng,14,35.546,-8.7605
427,interfax.com,11,30.634,29.523000000000003
428,cowichanvalleycitizen.com,10,-17.91,43.031000000000006
429,delawarepublic.org,16,25.055999999999997,-22.320999999999998
430,cbsnews.com,12,-0.7407699999999999,22.962
431,wiov985.com,5,5.226,-0.9530299999999999
432,tbnewswatch.com,1,-3.5924,-16.779
433,palmbeachpost.com,8,-19.851,11.731
434,stlpublicradio.org,1,-4.4158,-11.995999999999999
435,braidwoodtimes.com.au,4,-28.893,-16.002
436,kjct8.com,5,5.561,-1.696
437,valuewalk.com,14,35.175,-9.0092
438,shropshirestar.com,16,23.069000000000003,-21.265
439,themalaymailonline.com,0,-6.202000000000001,-8.3209
440,newsday.com,2,2.7164,15.097000000000001
441,calaverasenterprise.com,10,-17.244,46.8
442,weatherforddemocrat.com,6,-14.318,-9.7364
443,colliemail.com.au,10,-17.297,44.257
444,kplctv.com,11,29.378,32.316
445,hertfordshiremercury.co.uk,1,-2.7913,-16.124000000000002
446,thebostonpilot.com,10,-16.528,43.501999999999995
447,newsbusters.org,1,-6.7244,-20.855
448,countrylegends1009.com,1,-5.7303,-11.22
449,bozemandailychronicle.com,14,35.492,-8.6807
450,krcgtv.com,16,24.771,-22.824
451,abc7ny.com,11,32.193000000000005,31.121
452,statejournal.com,10,-16.78,44.007
453,prothom-alo.com,6,-14.547,-9.4136
454,npr.org,16,25.22,-23.425
455,watertowndailytimes.com,2,14.31,14.472000000000001
456,albanyherald.com,4,-29.764,-17.105
457,benningtonbanner.com,7,-7.8229999999999995,20.392
458,antiwar.com,14,35.498000000000005,-9.3242
459,i1067.com,1,-2.2887,-13.049000000000001
460,theshillongtimes.com,2,3.3305,15.122
461,weeklytimesnow.com.au,1,-8.1101,-28.451
462,betanews.com,2,7.8432,12.093
463,timesleader.com,10,-16.505,41.891999999999996
464,whio.com,13,3.7553,-12.468
465,yourstory.com,11,31.033,32.588
466,brevardtimes.com,2,10.315,10.867
467,kcci.com,4,-33.016,-13.475999999999999
468,nmpolitics.net,16,24.153000000000002,-24.607
469,crookwellgazette.com.au,16,22.21,-23.052
470,wharfedaleobserver.co.uk,14,34.525,-10.545
471,yeovilexpress.co.uk,2,13.27,12.583
472,gofbw.com,17,26.285999999999998,11.147
473,jsonline.com,8,-20.513,10.016
474,woad.com,16,20.589000000000002,-22.894000000000002
475,inewstoday.net,2,8.613999999999999,11.248
476,thenownewspaper.com,2,14.277000000000001,13.581
477,morganhilltimes.com,7,-7.9433,20.519000000000002
478,businessinsider.in,16,23.909000000000002,-22.51
479,auburnpub.com,16,20.514,-23.156999999999996
480,newindianexpress.com,10,-16.265,46.716
481,csindy.com,10,-17.227,43.312
482,talkingpointsmemo.com,0,-11.81,-8.867
483,southcoastregister.com.au,9,-3.9182,-6.3592
484,wmdt.com,16,22.624000000000002,-19.002
485,emtv.com.pg,11,30.173000000000002,33.342
486,chroniclelive.co.uk,11,30.98,32.861
487,thepublicopinion.com,2,2.3968,15.142999999999999
488,wn.com,11,29.91,33.107
489,eveningtimes.co.uk,11,30.176,31.9
490,wzozfm.com,1,-7.7011,-15.47
491,advfn.com,14,35.711999999999996,-8.7878
492,outlookafghanistan.net,10,-16.139,44.463
493,granthamjournal.co.uk,10,-17.968,44.369
494,newson6.com,8,-20.503,9.6597
495,foxreno.com,10,-15.135,45.032
496,startribune.com,18,8.9157,-16.843
497,thesouthern.com,1,-8.1836,-14.347000000000001
498,pamplinmedia.com,10,-17.825,44.235
499,in-cyprus.com,4,-28.544,-16.452
500,wjr.com,10,-18.398,44.559
501,mymix1061.com,2,5.1688,14.039000000000001
502,kiwiblog.co.nz,11,30.879,34.111999999999995
503,sott.net,1,-2.4684,-14.107000000000001
504,wvel.com,10,-18.308,43.574
505,mystatesman.com,16,23.976999999999997,-22.768
506,am1590theanswer.com,14,35.481,-8.1889
507,psmag.com,16,24.572,-22.037
508,thenextweb.com,16,24.294,-23.861
509,wvnn.com,10,-17.236,43.318999999999996
510,wcvb.com,8,-22.455,10.918
511,kcrr.com,16,24.320999999999998,-22.838
512,i1071.com,8,-22.701,10.788
513,thetelegram.com,16,24.394000000000002,-23.476999999999997
514,amarillo.com,2,9.2137,12.845
515,urbanacitizen.com,16,19.147000000000002,-23.316
516,easy93.com,4,-32.513000000000005,-15.815999999999999
517,am1260thescore.com,14,34.075,-10.577
518,planet1051.com,8,-22.03,10.715
519,newdelhitimes.com,2,11.16,9.6976
520,rawstory.com,8,-21.148000000000003,9.8623
521,yourcentralvalley.com,14,33.606,-10.037
522,news24.com,4,-34.222,-12.41
523,naij.com,1,-8.1241,-10.475999999999999
524,baxterbulletin.com,16,21.625,-19.403
525,news9.com,5,6.0032,-2.0548
526,kake.com,10,-18.04,46.531000000000006
527,birminghamstar.com,16,21.954,-23.197
528,wcyb.com,9,-3.5198,-6.6571
529,defenddemocracy.press,8,-22.458000000000002,9.6191
530,harrowtimes.co.uk,11,28.357,32.325
531,yakimaherald.com,15,8.3032,30.288
532,fansided.com,11,30.103,31.601999999999997
533,idahostatejournal.com,14,35.134,-8.5107
534,sunshinestatenews.com,16,23.215999999999998,-22.697
535,nationalpost.com,4,-36.828,-13.815
536,daily-times.com,2,8.9253,12.401
537,msnewsnow.com,8,-21.979,9.1922
538,komonews.com,16,22.555,-21.631
539,presstv.com,1,-6.9761,-26.375
540,wjbc.com,16,21.811,-21.03
541,memphissun.com,16,22.105,-24.504
542,postandcourier.com,8,-22.357,9.3077
543,turnto10.com,8,-21.71,10.540999999999999
544,mlb.com,8,-21.326,9.9518
545,victorharbortimes.com.au,10,-15.602,44.372
546,macleans.ca,1,-9.6221,-19.511
547,lacrossetribune.com,4,-37.463,-15.24
548,denverpost.com,16,20.158,-22.543000000000003
549,royalgazette.com,9,-4.3475,-6.3681
550,timesrecordnews.com,10,-14.767999999999999,42.67
551,thezone1059.com,8,-22.897,10.415999999999999
552,hometownstations.com,8,-17.832,7.2799
553,rep-am.com,14,34.522,-10.567
554,wset.com,16,25.410999999999998,-23.046
555,tsn.ca,16,19.923,-24.201
556,catholicnews.com,10,-19.308,45.29
557,techtya.com,1,-8.032,-27.427
558,740thefan.com,8,-21.096999999999998,10.884
559,littleapplepost.com,16,21.94,-24.095
560,independent.co.uk,2,8.232000000000001,11.392999999999999
561,transcontinental.com.au,1,-3.2382,-18.25
562,thenewamerican.com,16,25.263,-21.099
563,brownsvilleherald.com,16,22.622,-24.814
564,theborneopost.com,16,23.044,-22.151999999999997
565,303magazine.com,4,-36.299,-14.937999999999999
566,tribunereporter.com,16,22.125,-20.035999999999998
567,news-sentinel.com,1,-1.2739,-16.584
568,theadvocate.com,10,-17.634,43.913000000000004
569,wtnh.com,14,35.995,-8.4879
570,wegotthiscovered.com,8,-21.101999999999997,10.649000000000001
571,yaledailynews.com,11,29.239,31.035999999999998
572,theobserver.ca,8,-21.949,9.6833
573,1075thegame.com,10,-17.761,43.133
574,wjcw.com,2,2.6316,15.050999999999998
575,colombogazette.com,16,21.273000000000003,-22.929000000000002
576,news3lv.com,8,-20.528000000000002,5.8147
577,columbiatribune.com,16,20.483,-23.383000000000003
578,ketv.com,8,-22.901,10.015
579,westerntelegraph.co.uk,2,15.127,14.151
580,900chml.com,1,-3.6459,-11.694
581,vladtv.com,10,-15.035,42.358000000000004
582,og979.com,10,-17.91,42.935
583,tucsonnewsnow.com,8,-20.227999999999998,11.369000000000002
584,burlingtonfreepress.com,10,-17.011,43.888999999999996
585,macarthuradvertiser.com.au,14,34.925,-9.2153
586,orlytaitzesq.com,16,24.427,-22.545
587,iraqsun.com,2,8.847000000000001,10.329
588,stv.tv,2,14.322000000000001,12.413
589,wgmd.com,16,21.000999999999998,-19.91
590,infotel.ca,14,35.139,-8.5375
591,abqjournal.com,16,20.01,-20.329
592,heraldandnews.com,8,-21.627,11.255
